Table Name,State Code,District Code,Area Name,Area,Present Age,Total Women,Total Ever Married Women,Total Ever Married Women - Parity - 0,Total Ever Married Women - Parity - 1,Total Ever Married Women - Parity - 2,Total Ever Married Women - Parity - 3,Total Ever Married Women - Parity - 4,Total Ever Married Women - Parity - 5,Total Ever Married Women - Parity - 6,Total Ever Married Women - Parity - 7+,Total Children Ever Born - Persons,Total Children Ever Born - Male,Total Children Ever Born - Female
F0108,8,0,State - RAJASTHAN,Urban,Less than 15,2372234,24808,19851,1525,3432,0,0,0,0,0,8389,4468,3921
F0108,8,0,State - RAJASTHAN,Urban,15-19,845291,155644,115671,25434,8115,2917,3507,0,0,0,64443,34228,30215
F0108,8,0,State - RAJASTHAN,Urban,20-24,837924,550575,205062,177550,114634,36087,9392,2514,1501,3835,603551,316383,287168
F0108,8,0,State - RAJASTHAN,Urban,25-29,734598,671969,109030,165806,220377,112117,42362,11914,4066,6297,1250202,659381,590821
F0108,8,0,State - RAJASTHAN,Urban,30-34,641408,627861,50583,86237,218355,147131,74974,28986,11658,9937,1561226,827384,733842
F0108,8,0,State - RAJASTHAN,Urban,35-39,588213,582421,32780,56812,178184,147202,89272,42503,20012,15656,1668942,895540,773402
F0108,8,0,State - RAJASTHAN,Urban,40-44,494232,490775,24370,39853,127878,125525,83999,44238,23225,21687,1541326,836113,705213
F0108,8,0,State - RAJASTHAN,Urban,45-49,421289,418898,19928,32300,92570,103857,75935,43241,24364,26703,1410527,771842,638685
F0108,8,0,State - RAJASTHAN,Urban,50-54,322266,320304,16285,23776,61844,74143,60922,36284,21246,25804,1132426,623310,509116
F0108,8,0,State - RAJASTHAN,Urban,55-59,246373,244645,13464,18019,39291,50114,47356,31499,19270,25632,919635,505307,414328
F0108,8,0,State - RAJASTHAN,Urban,60-64,209058,206296,13443,15475,27270,36137,38442,28145,19288,28096,819647,446492,373155
F0108,8,0,State - RAJASTHAN,Urban,65-69,148461,145622,10292,10454,15849,21182,25237,21269,15734,25605,618969,336114,282855
F0108,8,0,State - RAJASTHAN,Urban,70-74,113930,112413,9232,8787,11251,13801,17117,15694,12819,23712,493499,266745,226754
F0108,8,0,State - RAJASTHAN,Urban,75-79,59011,58185,5079,4627,5507,6480,8122,7729,6883,13758,262084,142285,119799
F0108,8,0,State - RAJASTHAN,Urban,80+,78291,75097,7850,7055,7695,8175,9265,8934,7832,18291,330114,179509,150605
F0109,9,0,State - UTTAR PRADESH,Total,All Ages,95331831,49213435,7857714,5959748,7937784,7839173,6835147,4822383,3269317,4692169,154933964,83155462,71778502
F0109,9,0,State - UTTAR PRADESH,Total,Less than 15,33718307,348169,246348,28362,73459,0,0,0,0,0,175280,92062,83218
F0109,9,0,State - UTTAR PRADESH,Total,15-19,10732807,1765543,1289877,271876,87550,42184,74056,0,0,0,869752,461299,408453
F0109,9,0,State - UTTAR PRADESH,Total,20-24,8173163,5713119,2237277,1753737,1080031,404254,137432,44283,18876,37229,6294072,3277278,3016794
F0109,9,0,State - UTTAR PRADESH,Total,25-29,7113462,6646906,1138108,1321164,1790330,1323328,666162,241391,85630,80793,13928796,7261186,6667610
F0109,9,0,State - UTTAR PRADESH,Total,30-34,6523281,6389487,630665,638272,1341668,1480604,1146681,625194,299739,226664,19080136,9958531,9121605
F0109,9,0,State - UTTAR PRADESH,Total,35-39,6154991,6093229,452826,426029,967813,1231981,1178549,826900,516218,492913,21899765,11506671,10393094
F0109,9,0,State - UTTAR PRADESH,Total,40-44,4836240,4800913,327992,284074,644418,867374,887462,693872,488877,606844,19012895,10117171,8895724
F0109,9,0,State - UTTAR PRADESH,Total,45-49,4067629,4043557,271141,247218,503814,678178,705381,576018,428465,633342,16741473,9050716,7690757
F0109,9,0,State - UTTAR PRADESH,Total,50-54,3015106,2994918,219709,180215,352875,468411,504392,421745,320440,527131,12697110,6972851,5724259
F0109,9,0,State - UTTAR PRADESH,Total,55-59,2837945,2818300,210120,181347,303892,399277,453978,398815,311593,559278,12324577,6816085,5508492
F0109,9,0,State - UTTAR PRADESH,Total,60-64,2736420,2691535,236739,193419,275353,351534,410921,374690,296312,552567,11710088,6476358,5233730
F0109,9,0,State - UTTAR PRADESH,Total,65-69,1881497,1831649,180404,138887,179341,223622,265996,250723,203490,389186,7958387,4409043,3549344
F0109,9,0,State - UTTAR PRADESH,Total,70-74,1297276,1272698,146761,107305,123902,147705,174901,166812,137014,268298,5397090,2983088,2414002
F0109,9,0,State - UTTAR PRADESH,Total,75-79,611015,597058,68443,50227,56968,67366,79870,77614,65261,131309,2565708,1423210,1142498
F0109,9,0,State - UTTAR PRADESH,Total,80+,876563,811344,118314,81708,87714,93905,101733,92908,77025,158037,3204110,1767942,1436168
F0109,9,0,State - UTTAR PRADESH,Rural,All Ages,74324283,38232850,5863276,4385551,5694525,6052052,5525194,4009455,2741751,3961046,125021412,66872623,58148789
F0109,9,0,State - UTTAR PRADESH,Rural,Less than 15,27345331,276139,194956,22337,58846,0,0,0,0,0,140029,73411,66618
F0109,9,0,State - UTTAR PRADESH,Rural,15-19,8285666,1472238,1076015,230288,70269,33852,61814,0,0,0,719638,381310,338328
F0109,9,0,State - UTTAR PRADESH,Rural,20-24,6061343,4604641,1748449,1430486,890473,338532,114558,36620,15435,30088,5189874,2696800,2493074
F0109,9,0,State - UTTAR PRADESH,Rural,25-29,5329277,5129396,785720,959539,1388627,1093634,561006,204147,71865,64858,11252807,5853790,5399017
F0109,9,0,State - UTTAR PRADESH,Rural,30-34,4985338,4922922,428567,426710,946336,1184990,958470,532499,255494,189856,15412279,8020975,7391304
F0109,9,0,State - UTTAR PRADESH,Rural,35-39,4675493,4643202,304781,277816,626141,933375,956797,692745,435006,416541,17520577,9174727,8345850
F0109,9,0,State - UTTAR PRADESH,Rural,40-44,3631268,3612578,219768,182871,398120,626751,699597,570892,405912,508667,15038377,7971799,7066578
F0109,9,0,State - UTTAR PRADESH,Rural,45-49,3037358,3024061,181483,160706,308799,478800,545634,467227,353050,528362,13168869,7088086,6080783
F0109,9,0,State - UTTAR PRADESH,Rural,50-54,2250260,2238848,149208,114258,216950,328045,386811,340597,263997,438982,9992302,5455936,4536366
F0109,9,0,State - UTTAR PRADESH,Rural,55-59,2206066,2194034,149763,123784,203442,294278,358652,329342,261157,473616,10003438,5505274,4498164
F0109,9,0,State - UTTAR PRADESH,Rural,60-64,2191955,2159351,176813,139357,199153,270285,333105,314349,252269,474020,9723757,5354160,4369597
F0109,9,0,State - UTTAR PRADESH,Rural,65-69,1533881,1497852,138757,103513,135951,177781,218752,212405,174654,336039,6699799,3699729,3000070
F0109,9,0,State - UTTAR PRADESH,Rural,70-74,1055241,1037932,113073,79760,95220,118640,144195,140639,116440,229965,4526837,2496100,2030737
F0109,9,0,State - UTTAR PRADESH,Rural,75-79,494065,484108,51519,36666,43617,53902,65653,65076,55160,112515,2147720,1189153,958567
F0109,9,0,State - UTTAR PRADESH,Rural,80+,693691,648394,87411,59067,66012,75179,83576,77918,64915,134316,2662355,1467422,1194933
F0109,9,0,State - UTTAR PRADESH,Urban,All Ages,21007548,10980585,1994438,1574197,2243259,1787121,1309953,812928,527566,731123,29912552,16282839,13629713
F0109,9,0,State - UTTAR PRADESH,Urban,Less than 15,6372976,72030,51392,6025,14613,0,0,0,0,0,35251,18651,16600
F0109,9,0,State - UTTAR PRADESH,Urban,15-19,2447141,293305,213862,41588,17281,8332,12242,0,0,0,150114,79989,70125
F0109,9,0,State - UTTAR PRADESH,Urban,20-24,2111820,1108478,488828,323251,189558,65722,22874,7663,3441,7141,1104198,580478,523720
F0109,9,0,State - UTTAR PRADESH,Urban,25-29,1784185,1517510,352388,361625,401703,229694,105156,37244,13765,15935,2675989,1407396,1268593
F0109,9,0,State - UTTAR PRADESH,Urban,30-34,1537943,1466565,202098,211562,395332,295614,188211,92695,44245,36808,3667857,1937556,1730301
F0109,9,0,State - UTTAR PRADESH,Urban,35-39,1479498,1450027,148045,148213,341672,298606,221752,134155,81212,76372,4379188,2331944,2047244
F0109,9,0,State - UTTAR PRADESH,Urban,40-44,1204972,1188335,108224,101203,246298,240623,187865,122980,82965,98177,3974518,2145372,1829146
F0109,9,0,State - UTTAR PRADESH,Urban,45-49,1030271,1019496,89658,86512,195015,199378,159747,108791,75415,104980,3572604,1962630,1609974
F0109,9,0,State - UTTAR PRADESH,Urban,50-54,764846,756070,70501,65957,135925,140366,117581,81148,56443,88149,2704808,1516915,1187893
F0109,9,0,State - UTTAR PRADESH,Urban,55-59,631879,624266,60357,57563,100450,104999,95326,69473,50436,85662,2321139,1310811,1010328
F0109,9,0,State - UTTAR PRADESH,Urban,60-64,544465,532184,59926,54062,76200,81249,77816,60341,44043,78547,1986331,1122198,864133
F0109,9,0,State - UTTAR PRADESH,Urban,65-69,347616,333797,41647,35374,43390,45841,47244,38318,28836,53147,1258588,709314,549274
F0109,9,0,State - UTTAR PRADESH,Urban,70-74,242035,234766,33688,27545,28682,29065,30706,26173,20574,38333,870253,486988,383265
F0109,9,0,State - UTTAR PRADESH,Urban,75-79,116950,112950,16924,13561,13351,13464,14217,12538,10101,18794,417988,234057,183931
F0109,9,0,State - UTTAR PRADESH,Urban,80+,182872,162950,30903,22641,21702,18726,18157,14990,12110,23721,541755,300520,241235
F0110,10,0,State - BIHAR,Total,All Ages,49821295,25882957,4028356,3296170,4292225,4446316,3826725,2510482,1585260,1897423,77868302,41795300,36073002
F0110,10,0,State - BIHAR,Total,Less than 15,20024127,188847,135826,15911,37110,0,0,0,0,0,90131,47203,42928
F0110,10,0,State - BIHAR,Total,15-19,4182114,1088156,764507,199444,59619,26399,38187,0,0,0,550627,292778,257849
F0110,10,0,State - BIHAR,Total,20-24,3854150,3231675,1124567,1018684,674557,271243,88966,25173,10531,17954,3862605,2009002,1853603
F0110,10,0,State - BIHAR,Total,25-29,3843018,3717804,535436,671827,1003106,840712,433769,146954,47860,38140,8265097,4278667,3986430
F0110,10,0,State - BIHAR,Total,30-34,3545141,3503767,297906,314565,690334,867651,698681,365311,165171,104148,10724672,5558952,5165720
F0110,10,0,State - BIHAR,Total,35-39,3149100,3128663,210149,211146,471801,666027,652868,440630,263052,212990,11206588,5878554,5328034
F0110,10,0,State - BIHAR,Total,40-44,2408883,2397455,157265,150637,320499,456141,469524,350221,237066,256102,9249401,4955661,4293740
F0110,10,0,State - BIHAR,Total,45-49,2060380,2053246,136461,141038,264141,364368,378357,291472,207653,269756,8160108,4455401,3704707
F0110,10,0,State - BIHAR,Total,50-54,1504315,1497805,114046,107686,186287,249037,265783,209346,149435,216185,5995138,3327074,2668064
F0110,10,0,State - BIHAR,Total,55-59,1466322,1459986,116524,114379,173028,222208,251268,206045,149525,227009,5915113,3300681,2614432
F0110,10,0,State - BIHAR,Total,60-64,1448083,1424700,141548,127425,164392,199349,229829,195705,144176,222276,5630666,3129213,2501453
F0110,10,0,State - BIHAR,Total,65-69,986061,964835,110172,90163,107015,127169,147341,130677,98297,154001,3771600,2099099,1672501
F0110,10,0,State - BIHAR,Total,70-74,595148,585184,79857,61259,64475,73785,84467,75118,56574,89649,2194264,1215289,978975
F0110,10,0,State - BIHAR,Total,75-79,252506,248367,33242,25136,26265,30695,35682,32114,24844,40389,950803,529525,421278
F0110,10,0,State - BIHAR,Total,80+,318754,298235,46566,33677,33991,37386,40674,34891,26999,44051,1072445,592994,479451
F0110,10,0,State - BIHAR,Rural,All Ages,44267586,22958194,3560128,2891162,3700946,3921323,3433396,2278063,1444775,1728401,69759638,37389463,32370175
F0110,10,0,State - BIHAR,Rural,Less than 15,18112273,169162,121570,14188,33404,0,0,0,0,0,80996,42352,38644
F0110,10,0,State - BIHAR,Rural,15-19,3621231,993472,701035,181293,52931,23601,34612,0,0,0,496406,263922,232484
F0110,10,0,State - BIHAR,Rural,20-24,3366524,2921086,1014106,926450,608039,244222,80033,22691,9462,16083,3487546,1812537,1675009
F0110,10,0,State - BIHAR,Rural,25-29,3382526,3304601,459477,588265,888667,761557,395173,134053,43414,33995,7436255,3846161,3590094
F0110,10,0,State - BIHAR,Rural,30-34,3128638,3098994,252021,265019,586555,774920,637305,336333,152169,94672,9646059,4993697,4652362
F0110,10,0,State - BIHAR,Rural,35-39,2768886,2753053,177778,175932,388141,581221,588602,403342,242269,195768,10045889,5263556,4782333
F0110,10,0,State - BIHAR,Rural,40-44,2106292,2097345,133160,125903,261325,390459,417014,317818,216877,234789,8245261,4412696,3832565
F0110,10,0,State - BIHAR,Rural,45-49,1802734,1797110,116587,119462,218351,311236,333665,262162,188818,246829,7263096,3959816,3303280
F0110,10,0,State - BIHAR,Rural,50-54,1310457,1305296,97725,91063,154803,211960,232241,186848,134618,196038,5304714,2937813,2366901
F0110,10,0,State - BIHAR,Rural,55-59,1298812,1293709,101790,98950,148523,193661,222880,185401,135542,206962,5299868,2951317,2348551
F0110,10,0,State - BIHAR,Rural,60-64,1291723,1271348,125514,111249,143430,176333,205189,176606,130805,202222,5065366,2809364,2256002
F0110,10,0,State - BIHAR,Rural,65-69,884070,866081,98484,79012,94483,113573,132633,118680,89228,139988,3406792,1893007,1513785
F0110,10,0,State - BIHAR,Rural,70-74,530677,522257,70975,53140,56827,65960,75675,67750,51116,80814,1970294,1089845,880449
F0110,10,0,State - BIHAR,Rural,75-79,223733,220348,29171,21421,22916,27281,31879,28796,22425,36459,851657,473697,377960
F0110,10,0,State - BIHAR,Rural,80+,280532,263079,40350,28645,29495,33045,36389,31398,24315,39442,956818,529169,427649
F0110,10,0,State - BIHAR,Urban,All Ages,5553709,2924763,468228,405008,591279,524993,393329,232419,140485,169022,8108664,4405837,3702827
F0110,10,0,State - BIHAR,Urban,Less than 15,1911854,19685,14256,1723,3706,0,0,0,0,0,9135,4851,4284
F0110,10,0,State - BIHAR,Urban,15-19,560883,94684,63472,18151,6688,2798,3575,0,0,0,54221,28856,25365
F0110,10,0,State - BIHAR,Urban,20-24,487626,310589,110461,92234,66518,27021,8933,2482,1069,1871,375059,196465,178594
F0110,10,0,State - BIHAR,Urban,25-29,460492,413203,75959,83562,114439,79155,38596,12901,4446,4145,828842,432506,396336
F0110,10,0,State - BIHAR,Urban,30-34,416503,404773,45885,49546,103779,92731,61376,28978,13002,9476,1078613,565255,513358
F0110,10,0,State - BIHAR,Urban,35-39,380214,375610,32371,35214,83660,84806,64266,37288,20783,17222,1160699,614998,545701
F0110,10,0,State - BIHAR,Urban,40-44,302591,300110,24105,24734,59174,65682,52510,32403,20189,21313,1004140,542965,461175
F0110,10,0,State - BIHAR,Urban,45-49,257646,256136,19874,21576,45790,53132,44692,29310,18835,22927,897012,495585,401427
F0110,10,0,State - BIHAR,Urban,50-54,193858,192509,16321,16623,31484,37077,33542,22498,14817,20147,690424,389261,301163
F0110,10,0,State - BIHAR,Urban,55-59,167510,166277,14734,15429,24505,28547,28388,20644,13983,20047,615245,349364,265881
F0110,10,0,State - BIHAR,Urban,60-64,156360,153352,16034,16176,20962,23016,24640,19099,13371,20054,565300,319849,245451
F0110,10,0,State - BIHAR,Urban,65-69,101991,98754,11688,11151,12532,13596,14708,11997,9069,14013,364808,206092,158716
F0110,10,0,State - BIHAR,Urban,70-74,64471,62927,8882,8119,7648,7825,8792,7368,5458,8835,223970,125444,98526
F0110,10,0,State - BIHAR,Urban,75-79,28773,28019,4071,3715,3349,3414,3803,3318,2419,3930,99146,55828,43318
F0110,10,0,State - BIHAR,Urban,80+,38222,35156,6216,5032,4496,4341,4285,3493,2684,4609,115627,63825,51802
F0111,11,0,State - SIKKIM,Total,All Ages,287507,149542,22331,29939,34010,21703,14288,9152,6429,11690,402281,207587,194694
F0111,11,0,State - SIKKIM,Total,Less than 15,81599,590,458,46,86,0,0,0,0,0,218,98,120
F0111,11,0,State - SIKKIM,Total,15-19,32939,5552,3437,1666,301,60,88,0,0,0,2800,1438,1362
F0111,11,0,State - SIKKIM,Total,20-24,32151,17537,5846,7324,3273,772,183,43,26,70,17814,9152,8662
F0111,11,0,State - SIKKIM,Total,25-29,29939,23006,4411,7533,6812,2863,896,264,98,129,36306,18515,17791
F0111,11,0,State - SIKKIM,Total,30-34,23663,20912,2401,4864,6952,3746,1769,691,252,237,43938,22669,21269
F0111,11,0,State - SIKKIM,Total,35-39,20231,18776,1361,3111,5957,3789,2301,1171,566,520,48943,25255,23688
F0111,11,0,State - SIKKIM,Total,40-44,16382,15454,958,1776,4113,3196,2221,1338,880,972,48201,24853,23348
F0111,11,0,State - SIKKIM,Total,45-49,13348,12712,736,1167,2525,2588,2031,1393,890,1382,45627,23358,22269
F0111,11,0,State - SIKKIM,Total,50-54,10808,10350,653,769,1650,1833,1598,1232,979,1636,41514,21511,20003
F0111,11,0,State - SIKKIM,Total,55-59,7628,7268,451,464,858,1072,1132,962,784,1545,32316,16800,15516
F0111,11,0,State - SIKKIM,Total,60-64,6109,5725,420,361,538,681,801,741,662,1521,27205,14207,12998
F0111,11,0,State - SIKKIM,Total,65-69,4890,4534,428,282,358,469,534,535,540,1388,22423,11705,10718
F0111,11,0,State - SIKKIM,Total,70-74,3257,3092,301,217,244,255,320,375,348,1032,15617,8115,7502
F0111,11,0,State - SIKKIM,Total,75-79,1960,1879,196,143,140,193,186,192,210,619,9367,4791,4576
F0111,11,0,State - SIKKIM,Total,80+,2064,1935,226,171,161,163,208,201,182,623,9445,4856,4589
F0111,11,0,State - SIKKIM,Rural,All Ages,214202,110631,15900,20136,23358,16242,11327,7610,5568,10490,320208,164925,155283
F0111,11,0,State - SIKKIM,Rural,Less than 15,63268,425,331,33,61,0,0,0,0,0,155,71,84
F0111,11,0,State - SIKKIM,Rural,15-19,24816,4489,2716,1400,247,53,73,0,0,0,2345,1199,1146
F0111,11,0,State - SIKKIM,Rural,20-24,23538,13454,4199,5631,2705,648,165,35,21,50,14320,7345,6975
F0111,11,0,State - SIKKIM,Rural,25-29,21153,16621,2868,5036,5241,2325,746,227,80,98,27893,14087,13806
F0111,11,0,State - SIKKIM,Rural,30-34,16624,14793,1516,2886,4923,2988,1484,580,225,191,33395,17134,16261
F0111,11,0,State - SIKKIM,Rural,35-39,14315,13284,885,1794,3859,2890,1885,1003,499,469,37406,19222,18184
F0111,11,0,State - SIKKIM,Rural,40-44,11709,11040,675,987,2441,2341,1787,1150,775,884,37460,19319,18141
F0111,11,0,State - SIKKIM,Rural,45-49,9710,9242,527,692,1424,1789,1590,1178,792,1250,36063,18429,17634
F0111,11,0,State - SIKKIM,Rural,50-54,8060,7700,493,473,910,1243,1202,1031,850,1498,33504,17373,16131
F0111,11,0,State - SIKKIM,Rural,55-59,5829,5548,353,305,501,681,831,777,678,1422,26512,13807,12705
F0111,11,0,State - SIKKIM,Rural,60-64,4904,4581,346,257,376,476,588,595,569,1374,22826,11935,10891
F0111,11,0,State - SIKKIM,Rural,65-69,3948,3682,352,213,250,330,409,426,453,1249,19009,9882,9127
F0111,11,0,State - SIKKIM,Rural,70-74,2656,2527,250,161,173,194,248,295,296,910,13225,6870,6355
F0111,11,0,State - SIKKIM,Rural,75-79,1586,1521,169,101,104,143,143,146,168,547,7832,4006,3826
F0111,11,0,State - SIKKIM,Rural,80+,1630,1537,179,127,113,123,156,156,151,532,7781,4017,3764
F0111,11,0,State - SIKKIM,Urban,All Ages,73305,38911,6431,9803,10652,5461,2961,1542,861,1200,82073,42662,39411
F0111,11,0,State - SIKKIM,Urban,Less than 15,18331,165,127,13,25,0,0,0,0,0,63,27,36
F0111,11,0,State - SIKKIM,Urban,15-19,8123,1063,721,266,54,7,15,0,0,0,455,239,216
F0111,11,0,State - SIKKIM,Urban,20-24,8613,4083,1647,1693,568,124,18,8,5,20,3494,1807,1687
F0111,11,0,State - SIKKIM,Urban,25-29,8786,6385,1543,2497,1571,538,150,37,18,31,8413,4428,3985
F0111,11,0,State - SIKKIM,Urban,30-34,7039,6119,885,1978,2029,758,285,111,27,46,10543,5535,5008
F0111,11,0,State - SIKKIM,Urban,35-39,5916,5492,476,1317,2098,899,416,168,67,51,11537,6033,5504
F0111,11,0,State - SIKKIM,Urban,40-44,4673,4414,283,789,1672,855,434,188,105,88,10741,5534,5207
F0111,11,0,State - SIKKIM,Urban,45-49,3638,3470,209,475,1101,799,441,215,98,132,9564,4929,4635
F0111,11,0,State - SIKKIM,Urban,50-54,2748,2650,160,296,740,590,396,201,129,138,8010,4138,3872
F0111,11,0,State - SIKKIM,Urban,55-59,1799,1720,98,159,357,391,301,185,106,123,5804,2993,2811
F0111,11,0,State - SIKKIM,Urban,60-64,1205,1144,74,104,162,205,213,146,93,147,4379,2272,2107
F0111,11,0,State - SIKKIM,Urban,65-69,942,852,76,69,108,139,125,109,87,139,3414,1823,1591
F0111,11,0,State - SIKKIM,Urban,70-74,601,565,51,56,71,61,72,80,52,122,2392,1245,1147
F0111,11,0,State - SIKKIM,Urban,75-79,374,358,27,42,36,50,43,46,42,72,1535,785,750
F0111,11,0,State - SIKKIM,Urban,80+,434,398,47,44,48,40,52,45,31,91,1664,839,825
F0112,12,0,State - ARUNACHAL PRADESH,Total,All Ages,669815,314710,56189,43543,53546,47875,39959,28036,18905,26657,927521,482945,444576
F0112,12,0,State - ARUNACHAL PRADESH,Total,Less than 15,243759,2313,1857,138,318,0,0,0,0,0,774,407,367
F0112,12,0,State - ARUNACHAL PRADESH,Total,15-19,77295,11476,7780,2480,627,225,364,0,0,0,5865,2984,2881
F0112,12,0,State - ARUNACHAL PRADESH,Total,20-24,65663,37264,13559,11955,7478,2686,862,295,119,310,42954,21972,20982
F0112,12,0,State - ARUNACHAL PRADESH,Total,25-29,60348,50005,9508,10277,13225,9233,4673,1725,658,706,101445,51931,49514
F0112,12,0,State - ARUNACHAL PRADESH,Total,30-34,48709,45070,5502,5529,9821,9750,7109,3879,1942,1538,126297,64951,61346
F0112,12,0,State - ARUNACHAL PRADESH,Total,35-39,46180,44486,4135,3881,7702,8875,8151,5531,3322,2889,149171,77135,72036
F0112,12,0,State - ARUNACHAL PRADESH,Total,40-44,35742,34830,3299,2685,5067,5963,6091,4809,3205,3711,128325,66748,61577
F0112,12,0,State - ARUNACHAL PRADESH,Total,45-49,28506,27974,2537,1964,3466,4139,4685,4007,3085,4091,111878,58660,53218
F0112,12,0,State - ARUNACHAL PRADESH,Total,50-54,19623,19240,2000,1338,2035,2482,2855,2616,2201,3713,81201,43061,38140
F0112,12,0,State - ARUNACHAL PRADESH,Total,55-59,12890,12667,1520,823,1173,1434,1677,1656,1483,2901,55693,29562,26131
F0112,12,0,State - ARUNACHAL PRADESH,Total,60-64,11953,11559,1600,938,1030,1269,1400,1421,1224,2677,49617,26188,23429
F0112,12,0,State - ARUNACHAL PRADESH,Total,65-69,7331,6965,983,591,599,708,839,843,684,1718,30296,16049,14247
F0112,12,0,State - ARUNACHAL PRADESH,Total,70-74,5100,4923,821,412,394,474,558,586,493,1185,20888,11009,9879
F0112,12,0,State - ARUNACHAL PRADESH,Total,75-79,2448,2383,393,210,198,269,275,290,207,541,9827,5226,4601
F0112,12,0,State - ARUNACHAL PRADESH,Total,80+,3618,3237,615,285,368,330,379,350,270,640,12371,6593,5778
F0112,12,0,State - ARUNACHAL PRADESH,Rural,All Ages,520347,244753,42376,31333,37910,36183,32115,23948,16728,24160,763655,398520,365135
F0112,12,0,State - ARUNACHAL PRADESH,Rural,Less than 15,194337,1738,1372,110,256,0,0,0,0,0,622,313,309
F0112,12,0,State - ARUNACHAL PRADESH,Rural,15-19,57103,8708,5832,1939,481,169,287,0,0,0,4556,2321,2235
F0112,12,0,State - ARUNACHAL PRADESH,Rural,20-24,48868,28392,10014,9055,5837,2199,703,234,102,248,33800,17275,16525
F0112,12,0,State - ARUNACHAL PRADESH,Rural,25-29,44957,37591,6665,7188,9830,7411,3916,1444,574,563,79998,40899,39099
F0112,12,0,State - ARUNACHAL PRADESH,Rural,30-34,36286,33686,4039,3579,6673,7329,5782,3247,1706,1331,99229,51115,48114
F0112,12,0,State - ARUNACHAL PRADESH,Rural,35-39,34322,33104,3080,2496,4817,6286,6323,4681,2888,2533,117204,60793,56411
F0112,12,0,State - ARUNACHAL PRADESH,Rural,40-44,27111,26406,2476,1780,3167,4078,4663,4066,2816,3360,103324,53784,49540
F0112,12,0,State - ARUNACHAL PRADESH,Rural,45-49,22316,21909,1978,1361,2211,2920,3627,3369,2726,3717,92495,48643,43852
F0112,12,0,State - ARUNACHAL PRADESH,Rural,50-54,16201,15898,1652,985,1443,1885,2310,2266,1944,3413,69922,37136,32786
F0112,12,0,State - ARUNACHAL PRADESH,Rural,55-59,11158,10984,1286,669,916,1185,1433,1463,1342,2690,49763,26467,23296
F0112,12,0,State - ARUNACHAL PRADESH,Rural,60-64,10603,10284,1415,797,873,1117,1211,1266,1104,2501,44988,23801,21187
F0112,12,0,State - ARUNACHAL PRADESH,Rural,65-69,6591,6320,883,524,528,629,753,783,636,1584,27786,14747,13039
F0112,12,0,State - ARUNACHAL PRADESH,Rural,70-74,4599,4450,723,377,356,423,491,529,457,1094,19107,10091,9016
F0112,12,0,State - ARUNACHAL PRADESH,Rural,75-79,2220,2171,354,192,183,244,246,268,187,497,8988,4812,4176
F0112,12,0,State - ARUNACHAL PRADESH,Rural,80+,3143,2859,544,251,304,282,337,308,235,598,11121,5941,5180
F0112,12,0,State - ARUNACHAL PRADESH,Urban,All Ages,149468,69957,13813,12210,15636,11692,7844,4088,2177,2497,163866,84425,79441
F0112,12,0,State - ARUNACHAL PRADESH,Urban,Less than 15,49422,575,485,28,62,0,0,0,0,0,152,94,58
F0112,12,0,State - ARUNACHAL PRADESH,Urban,15-19,20192,2768,1948,541,146,56,77,0,0,0,1309,663,646
F0112,12,0,State - ARUNACHAL PRADESH,Urban,20-24,16795,8872,3545,2900,1641,487,159,61,17,62,9154,4697,4457
F0112,12,0,State - ARUNACHAL PRADESH,Urban,25-29,15391,12414,2843,3089,3395,1822,757,281,84,143,21447,11032,10415
F0112,12,0,State - ARUNACHAL PRADESH,Urban,30-34,12423,11384,1463,1950,3148,2421,1327,632,236,207,27068,13836,13232
F0112,12,0,State - ARUNACHAL PRADESH,Urban,35-39,11858,11382,1055,1385,2885,2589,1828,850,434,356,31967,16342,15625
F0112,12,0,State - ARUNACHAL PRADESH,Urban,40-44,8631,8424,823,905,1900,1885,1428,743,389,351,25001,12964,12037
F0112,12,0,State - ARUNACHAL PRADESH,Urban,45-49,6190,6065,559,603,1255,1219,1058,638,359,374,19383,10017,9366
F0112,12,0,State - ARUNACHAL PRADESH,Urban,50-54,3422,3342,348,353,592,597,545,350,257,300,11279,5925,5354
F0112,12,0,State - ARUNACHAL PRADESH,Urban,55-59,1732,1683,234,154,257,249,244,193,141,211,5930,3095,2835
F0112,12,0,State - ARUNACHAL PRADESH,Urban,60-64,1350,1275,185,141,157,152,189,155,120,176,4629,2387,2242
F0112,12,0,State - ARUNACHAL PRADESH,Urban,65-69,740,645,100,67,71,79,86,60,48,134,2510,1302,1208
F0112,12,0,State - ARUNACHAL PRADESH,Urban,70-74,501,473,98,35,38,51,67,57,36,91,1781,918,863
F0112,12,0,State - ARUNACHAL PRADESH,Urban,75-79,228,212,39,18,15,25,29,22,20,44,839,414,425
F0112,12,0,State - ARUNACHAL PRADESH,Urban,80+,475,378,71,34,64,48,42,42,35,42,1250,652,598
F0113,13,0,State - NAGALAND,Total,All Ages,953853,400850,56482,48421,58621,58067,55409,44678,37083,42089,1349334,695162,654172
F0113,13,0,State - NAGALAND,Total,Less than 15,327857,1892,1493,90,309,0,0,0,0,0,708,344,364
F0113,13,0,State - NAGALAND,Total,15-19,111628,10506,7343,2103,528,172,360,0,0,0,5115,2541,2574
F0113,13,0,State - NAGALAND,Total,20-24,100594,37060,14648,11172,6956,2772,855,262,155,240,40869,20917,19952
