Table Name,State Code,District Code,Area Name,Area,Present Age,Total Women,Total Ever Married Women,Total Ever Married Women - Parity - 0,Total Ever Married Women - Parity - 1,Total Ever Married Women - Parity - 2,Total Ever Married Women - Parity - 3,Total Ever Married Women - Parity - 4,Total Ever Married Women - Parity - 5,Total Ever Married Women - Parity - 6,Total Ever Married Women - Parity - 7+,Total Children Ever Born - Persons,Total Children Ever Born - Male,Total Children Ever Born - Female
F0127,27,0,State - MAHARASHTRA,Rural,25-29,2435926,2313247,289578,450586,999753,412491,111960,27297,8113,13469,4433223,2331321,2101902
F0127,27,0,State - MAHARASHTRA,Rural,30-34,2176444,2133637,173412,218542,860652,562003,211104,66129,22069,19726,5095164,2667825,2427339
F0127,27,0,State - MAHARASHTRA,Rural,35-39,2112082,2086157,143036,170172,674747,633448,291605,106584,39588,26977,5569885,2910570,2659315
F0127,27,0,State - MAHARASHTRA,Rural,40-44,1838649,1819443,126000,129624,460945,572402,311724,128008,52079,38661,5273022,2763786,2509236
F0127,27,0,State - MAHARASHTRA,Rural,45-49,1559955,1546627,107473,105612,319869,470211,301075,135806,59423,47158,4768348,2509933,2258415
F0127,27,0,State - MAHARASHTRA,Rural,50-54,1274882,1264090,97418,83031,223909,358260,261821,129548,59868,50235,4057979,2145858,1912121
F0127,27,0,State - MAHARASHTRA,Rural,55-59,1078277,1069756,83889,69667,164962,276369,231042,125471,62634,55722,3598035,1903635,1694400
F0127,27,0,State - MAHARASHTRA,Rural,60-64,1184588,1170008,100955,78377,158241,260055,249979,154969,85417,82015,4113079,2170131,1942948
F0127,27,0,State - MAHARASHTRA,Rural,65-69,1088768,1073398,100193,71898,129520,203247,218186,155922,94802,99630,3952682,2086724,1865958
F0127,27,0,State - MAHARASHTRA,Rural,70-74,726447,717922,78931,51788,80195,110388,128974,106182,73588,87876,2731282,1441489,1289793
F0127,27,0,State - MAHARASHTRA,Rural,75-79,340552,336404,37427,24147,35554,46326,55268,49435,37609,50638,1333706,706614,627092
F0127,27,0,State - MAHARASHTRA,Rural,80+,390093,374218,47348,31576,44013,49499,53214,47647,38976,61945,1456857,772184,684673
F0127,27,0,State - MAHARASHTRA,Urban,All Ages,24114237,14721520,2506464,2784924,4280144,2542522,1343552,612440,306752,344722,32033128,17037377,14995751
F0127,27,0,State - MAHARASHTRA,Urban,Less than 15,5941063,96740,76071,6809,13860,0,0,0,0,0,34529,18157,16372
F0127,27,0,State - MAHARASHTRA,Urban,15-19,2146426,370355,269117,63953,21001,8081,8203,0,0,0,163010,86413,76597
F0127,27,0,State - MAHARASHTRA,Urban,20-24,2499207,1484089,596564,498755,282950,71800,18341,5055,2837,7787,1454565,760144,694421
F0127,27,0,State - MAHARASHTRA,Urban,25-29,2438627,2084196,465616,598532,660677,245258,74581,19284,6532,13716,3202886,1681084,1521802
F0127,27,0,State - MAHARASHTRA,Urban,30-34,2083566,1962958,255494,414552,752108,334163,129755,43077,15728,18081,3898119,2050028,1848091
F0127,27,0,State - MAHARASHTRA,Urban,35-39,1925644,1862354,178763,311363,710214,386325,165277,62262,26088,22062,4195703,2215855,1979848
F0127,27,0,State - MAHARASHTRA,Urban,40-44,1612615,1569840,137420,229939,552612,360782,166271,66469,29210,27137,3807278,2029919,1777359
F0127,27,0,State - MAHARASHTRA,Urban,45-49,1356281,1327056,111260,177191,416099,321502,168265,69990,31820,30929,3436358,1847082,1589276
F0127,27,0,State - MAHARASHTRA,Urban,50-54,1063444,1039886,91023,132230,290778,249003,149395,65777,30538,31142,2821483,1528380,1293103
F0127,27,0,State - MAHARASHTRA,Urban,55-59,833408,814848,75084,99437,202858,187570,128167,61649,29457,30626,2313562,1249845,1063717
F0127,27,0,State - MAHARASHTRA,Urban,60-64,741253,720385,73836,83991,148197,150171,121694,67073,36306,39117,2188026,1171701,1016325
F0127,27,0,State - MAHARASHTRA,Urban,65-69,549346,530627,58285,58653,91320,98408,91486,59221,34487,38767,1718917,914660,804257
F0127,27,0,State - MAHARASHTRA,Urban,70-74,377397,367347,45464,42719,56871,59228,58178,42771,28020,34096,1224135,648591,575544
F0127,27,0,State - MAHARASHTRA,Urban,75-79,206790,201135,25345,23914,29758,30601,29970,23769,16528,21250,684346,362828,321518
F0127,27,0,State - MAHARASHTRA,Urban,80+,247992,232147,34162,31237,35594,30699,29500,23994,18221,28740,776669,411510,365159
F0128,28,0,State - ANDHRA PRADESH,Total,All Ages,42138631,26721237,4259222,4066033,8562863,4926004,2450148,1179340,605728,671899,60707323,31805759,28901564
F0128,28,0,State - ANDHRA PRADESH,Total,Less than 15,10585623,102446,73450,9948,19048,0,0,0,0,0,48044,24578,23466
F0128,28,0,State - ANDHRA PRADESH,Total,15-19,3897440,818109,555124,180504,58715,13014,10752,0,0,0,379984,198090,181894
F0128,28,0,State - ANDHRA PRADESH,Total,20-24,4076397,2930809,1001321,903168,841351,138447,25929,7042,3210,10341,3237664,1679916,1557748
F0128,28,0,State - ANDHRA PRADESH,Total,25-29,3989149,3710226,623947,740357,1734818,464283,99309,23255,7155,17102,6300144,3264959,3035185
F0128,28,0,State - ANDHRA PRADESH,Total,30-34,3283964,3197562,352768,438749,1551262,611505,165535,44665,13971,19107,6502275,3359620,3142655
F0128,28,0,State - ANDHRA PRADESH,Total,35-39,3308827,3263050,292992,404752,1372294,802976,262000,80162,26506,21368,7338043,3802271,3535772
F0128,28,0,State - ANDHRA PRADESH,Total,40-44,2605075,2576705,227186,296719,890933,698612,291411,102898,38723,30223,6327975,3314311,3013664
F0128,28,0,State - ANDHRA PRADESH,Total,45-49,2282636,2264217,196046,247977,645418,620543,322164,131820,54821,45428,6038421,3189789,2848632
F0128,28,0,State - ANDHRA PRADESH,Total,50-54,1794803,1777920,170145,188672,419566,448111,288471,138613,64695,59647,5082687,2697999,2384688
F0128,28,0,State - ANDHRA PRADESH,Total,55-59,1559059,1545998,147984,154964,309885,361155,272040,149890,75904,74176,4744361,2517537,2226824
F0128,28,0,State - ANDHRA PRADESH,Total,60-64,1714073,1694126,194393,176536,282868,333080,294363,188626,108357,115903,5442334,2875525,2566809
F0128,28,0,State - ANDHRA PRADESH,Total,65-69,1133494,1116015,141069,114749,163438,192482,188564,133073,84065,98575,3735119,1971491,1763628
F0128,28,0,State - ANDHRA PRADESH,Total,70-74,766615,757303,112055,82613,102414,111258,115316,90424,62301,80922,2562734,1347980,1214754
F0128,28,0,State - ANDHRA PRADESH,Total,75-79,329515,325609,49911,36219,42663,43614,46404,38334,28606,39858,1125344,592546,532798
F0128,28,0,State - ANDHRA PRADESH,Total,80+,428216,414221,70993,51216,60652,51475,50882,42144,33163,53696,1381918,724509,657409
F0128,28,0,State - ANDHRA PRADESH,Rural,All Ages,28118461,18126406,2596491,2639982,5710339,3522282,1808407,890375,459845,498685,43077469,22496793,20580676
F0128,28,0,State - ANDHRA PRADESH,Rural,Less than 15,7169871,59835,43389,5425,11021,0,0,0,0,0,27467,14079,13388
F0128,28,0,State - ANDHRA PRADESH,Rural,15-19,2534076,580293,388470,135027,41196,8656,6944,0,0,0,271163,141374,129789
F0128,28,0,State - ANDHRA PRADESH,Rural,20-24,2580607,1994485,632416,633721,600886,97799,17079,4265,2015,6304,2278393,1180236,1098157
F0128,28,0,State - ANDHRA PRADESH,Rural,25-29,2542439,2420957,338389,459941,1193684,331346,68292,15235,4364,9706,4297258,2222832,2074426
F0128,28,0,State - ANDHRA PRADESH,Rural,30-34,2126704,2084924,190871,263242,1027173,438141,115956,29946,8746,10849,4387470,2259335,2128135
F0128,28,0,State - ANDHRA PRADESH,Rural,35-39,2181914,2157586,162446,248617,891438,577583,189899,56760,17649,13194,5019485,2592076,2427409
F0128,28,0,State - ANDHRA PRADESH,Rural,40-44,1721080,1705737,128953,181532,563022,496476,214206,75002,27211,19335,4345587,2266979,2078608
F0128,28,0,State - ANDHRA PRADESH,Rural,45-49,1517706,1508115,113614,151855,404791,433556,235576,97818,39791,31114,4178361,2194611,1983750
F0128,28,0,State - ANDHRA PRADESH,Rural,50-54,1212242,1203474,102108,118018,264943,310472,211910,104272,48665,43086,3582229,1889416,1692813
F0128,28,0,State - ANDHRA PRADESH,Rural,55-59,1096785,1090500,91034,100224,205299,258008,204316,115797,59190,56632,3487906,1842479,1645427
F0128,28,0,State - ANDHRA PRADESH,Rural,60-64,1275689,1264491,131904,123750,203618,249167,227111,149682,86846,92413,4196755,2211373,1985382
F0128,28,0,State - ANDHRA PRADESH,Rural,65-69,850523,840833,97062,81634,120292,145739,145278,104848,67161,78819,2900470,1528348,1372122
F0128,28,0,State - ANDHRA PRADESH,Rural,70-74,574771,569854,77715,58755,75880,84729,89024,70864,48976,63911,1985452,1041898,943554
F0128,28,0,State - ANDHRA PRADESH,Rural,75-79,235745,233931,32083,24465,30205,32368,34659,28796,21458,29897,836363,439543,396820
F0128,28,0,State - ANDHRA PRADESH,Rural,80+,298485,291371,44410,33814,40851,37400,37894,31874,25103,40025,1018266,532204,486062
F0128,28,0,State - ANDHRA PRADESH,Urban,All Ages,14020170,8594831,1662731,1426051,2852524,1403722,641741,288965,145883,173214,17629854,9308966,8320888
F0128,28,0,State - ANDHRA PRADESH,Urban,Less than 15,3415752,42611,30061,4523,8027,0,0,0,0,0,20577,10499,10078
F0128,28,0,State - ANDHRA PRADESH,Urban,15-19,1363364,237816,166654,45477,17519,4358,3808,0,0,0,108821,56716,52105
F0128,28,0,State - ANDHRA PRADESH,Urban,20-24,1495790,936324,368905,269447,240465,40648,8850,2777,1195,4037,959271,499680,459591
F0128,28,0,State - ANDHRA PRADESH,Urban,25-29,1446710,1289269,285558,280416,541134,132937,31017,8020,2791,7396,2002886,1042127,960759
F0128,28,0,State - ANDHRA PRADESH,Urban,30-34,1157260,1112638,161897,175507,524089,173364,49579,14719,5225,8258,2114805,1100285,1014520
F0128,28,0,State - ANDHRA PRADESH,Urban,35-39,1126913,1105464,130546,156135,480856,225393,72101,23402,8857,8174,2318558,1210195,1108363
F0128,28,0,State - ANDHRA PRADESH,Urban,40-44,883995,870968,98233,115187,327911,202136,77205,27896,11512,10888,1982388,1047332,935056
F0128,28,0,State - ANDHRA PRADESH,Urban,45-49,764930,756102,82432,96122,240627,186987,86588,34002,15030,14314,1860060,995178,864882
F0128,28,0,State - ANDHRA PRADESH,Urban,50-54,582561,574446,68037,70654,154623,137639,76561,34341,16030,16561,1500458,808583,691875
F0128,28,0,State - ANDHRA PRADESH,Urban,55-59,462274,455498,56950,54740,104586,103147,67724,34093,16714,17544,1256455,675058,581397
F0128,28,0,State - ANDHRA PRADESH,Urban,60-64,438384,429635,62489,52786,79250,83913,67252,38944,21511,23490,1245579,664152,581427
F0128,28,0,State - ANDHRA PRADESH,Urban,65-69,282971,275182,44007,33115,43146,46743,43286,28225,16904,19756,834649,443143,391506
F0128,28,0,State - ANDHRA PRADESH,Urban,70-74,191844,187449,34340,23858,26534,26529,26292,19560,13325,17011,577282,306082,271200
F0128,28,0,State - ANDHRA PRADESH,Urban,75-79,93770,91678,17828,11754,12458,11246,11745,9538,7148,9961,288981,153003,135978
F0128,28,0,State - ANDHRA PRADESH,Urban,80+,129731,122850,26583,17402,19801,14075,12988,10270,8060,13671,363652,192305,171347
F0129,29,0,State - KARNATAKA,Total,All Ages,30128640,18628829,3075564,3032022,5026616,3245180,1893446,996156,572264,787581,45257265,23442812,21814453
F0129,29,0,State - KARNATAKA,Total,Less than 15,7790893,83043,63648,6435,12960,0,0,0,0,0,32355,16718,15637
F0129,29,0,State - KARNATAKA,Total,15-19,2785229,570088,415144,104487,31502,9505,9450,0,0,0,233806,120773,113033
F0129,29,0,State - KARNATAKA,Total,20-24,2942972,1967134,756024,621546,434994,110423,25211,6104,3050,9782,2046701,1050179,996522
F0129,29,0,State - KARNATAKA,Total,25-29,2892352,2596711,517315,621310,916276,374449,113695,27551,8838,17277,4363304,2235192,2128112
F0129,29,0,State - KARNATAKA,Total,30-34,2308786,2214653,272227,385422,855516,430927,174558,55949,18953,21101,4651449,2379644,2271805
F0129,29,0,State - KARNATAKA,Total,35-39,2376363,2324875,210043,339127,847153,520164,246860,94262,37200,30066,5513518,2827563,2685955
F0129,29,0,State - KARNATAKA,Total,40-44,1848944,1814825,154788,235615,580047,429157,228347,100327,45218,41326,4699488,2425502,2273986
F0129,29,0,State - KARNATAKA,Total,45-49,1714949,1689644,136789,196464,457682,408884,247190,120417,60132,62086,4789951,2486493,2303458
F0129,29,0,State - KARNATAKA,Total,50-54,1317301,1297637,110989,138098,294873,296038,208984,114415,61485,72755,3984423,2088723,1895700
F0129,29,0,State - KARNATAKA,Total,55-59,1086450,1071968,91820,103184,201829,225022,184978,113593,66604,84938,3583887,1883371,1700516
F0129,29,0,State - KARNATAKA,Total,60-64,1065422,1047379,106893,99021,159519,183608,175180,124339,82022,116797,3742575,1960059,1782516
F0129,29,0,State - KARNATAKA,Total,65-69,796432,781487,82914,68719,99724,117017,125143,100253,73645,114072,3002605,1569226,1433379
F0129,29,0,State - KARNATAKA,Total,70-74,550706,542118,67767,50092,62770,69787,77265,67770,53793,92874,2123678,1105880,1017798
F0129,29,0,State - KARNATAKA,Total,75-79,274592,270478,34606,24798,29164,31311,35596,33170,28359,53474,1100309,573215,527094
F0129,29,0,State - KARNATAKA,Total,80+,356808,346800,51468,36134,40406,37589,40187,37609,32725,70682,1369835,710020,659815
F0129,29,0,State - KARNATAKA,Rural,All Ages,18539981,11547625,1715643,1643137,3000282,2176382,1318677,714447,415951,563106,30126155,15592445,14533710
F0129,29,0,State - KARNATAKA,Rural,Less than 15,4935351,49149,38642,3207,7300,0,0,0,0,0,17807,9263,8544
F0129,29,0,State - KARNATAKA,Rural,15-19,1724455,377872,273127,71583,20955,6212,5995,0,0,0,156109,80635,75474
F0129,29,0,State - KARNATAKA,Rural,20-24,1699841,1217010,432428,389827,291097,76220,16641,3799,1856,5142,1336527,684977,651550
F0129,29,0,State - KARNATAKA,Rural,25-29,1638021,1507881,245751,321104,576032,255176,77064,18535,5655,8564,2743540,1406247,1337293
F0129,29,0,State - KARNATAKA,Rural,30-34,1325352,1282918,130926,178035,501096,290253,119393,38764,12967,11484,2892673,1479508,1413165
F0129,29,0,State - KARNATAKA,Rural,35-39,1433319,1408077,108492,168255,496271,351779,171813,66262,26057,19148,3541580,1815434,1726146
F0129,29,0,State - KARNATAKA,Rural,40-44,1137021,1119494,83648,118194,334395,290783,160671,71515,32286,28002,3076421,1586224,1490197
F0129,29,0,State - KARNATAKA,Rural,45-49,1061765,1049111,74587,99516,259278,271931,172594,85556,42858,42791,3153259,1632964,1520295
F0129,29,0,State - KARNATAKA,Rural,50-54,821296,811704,63277,71069,160679,193433,145523,82021,44216,51486,2648306,1382129,1266177
F0129,29,0,State - KARNATAKA,Rural,55-59,686748,680312,51347,53417,109617,145043,128636,82188,48505,61559,2426870,1271747,1155123
F0129,29,0,State - KARNATAKA,Rural,60-64,709961,701382,64327,57186,94193,121863,123713,91320,61461,87319,2648074,1385238,1262836
F0129,29,0,State - KARNATAKA,Rural,65-69,547638,540583,51611,42055,62762,79268,89011,74052,55404,86420,2175353,1136040,1039313
F0129,29,0,State - KARNATAKA,Rural,70-74,383994,379978,43646,31902,41231,47492,54847,50017,40471,70372,1550987,807975,743012
F0129,29,0,State - KARNATAKA,Rural,75-79,183775,181987,21019,14906,18515,20566,24160,23309,20282,39230,775174,403986,371188
F0129,29,0,State - KARNATAKA,Rural,80+,239568,234717,31189,22122,25703,25606,28098,26839,23776,51384,972078,504098,467980
F0129,29,0,State - KARNATAKA,Urban,All Ages,11588659,7081204,1359921,1388885,2026334,1068798,574769,281709,156313,224475,15131110,7850367,7280743
F0129,29,0,State - KARNATAKA,Urban,Less than 15,2855542,33894,25006,3228,5660,0,0,0,0,0,14548,7455,7093
F0129,29,0,State - KARNATAKA,Urban,15-19,1060774,192216,142017,32904,10547,3293,3455,0,0,0,77697,40138,37559
F0129,29,0,State - KARNATAKA,Urban,20-24,1243131,750124,323596,231719,143897,34203,8570,2305,1194,4640,710174,365202,344972
F0129,29,0,State - KARNATAKA,Urban,25-29,1254331,1088830,271564,300206,340244,119273,36631,9016,3183,8713,1619764,828945,790819
F0129,29,0,State - KARNATAKA,Urban,30-34,983434,931735,141301,207387,354420,140674,55165,17185,5986,9617,1758776,900136,858640
F0129,29,0,State - KARNATAKA,Urban,35-39,943044,916798,101551,170872,350882,168385,75047,28000,11143,10918,1971938,1012129,959809
F0129,29,0,State - KARNATAKA,Urban,40-44,711923,695331,71140,117421,245652,138374,67676,28812,12932,13324,1623067,839278,783789
F0129,29,0,State - KARNATAKA,Urban,45-49,653184,640533,62202,96948,198404,136953,74596,34861,17274,19295,1636692,853529,783163
F0129,29,0,State - KARNATAKA,Urban,50-54,496005,485933,47712,67029,134194,102605,63461,32394,17269,21269,1336117,706594,629523
F0129,29,0,State - KARNATAKA,Urban,55-59,399702,391656,40473,49767,92212,79979,56342,31405,18099,23379,1157017,611624,545393
F0129,29,0,State - KARNATAKA,Urban,60-64,355461,345997,42566,41835,65326,61745,51467,33019,20561,29478,1094501,574821,519680
F0129,29,0,State - KARNATAKA,Urban,65-69,248794,240904,31303,26664,36962,37749,36132,26201,18241,27652,827252,433186,394066
F0129,29,0,State - KARNATAKA,Urban,70-74,166712,162140,24121,18190,21539,22295,22418,17753,13322,22502,572691,297905,274786
F0129,29,0,State - KARNATAKA,Urban,75-79,90817,88491,13587,9892,10649,10745,11436,9861,8077,14244,325135,169229,155906
F0129,29,0,State - KARNATAKA,Urban,80+,117240,112083,20279,14012,14703,11983,12089,10770,8949,19298,397757,205922,191835
F0130,30,0,State - GOA,Total,All Ages,719405,446875,82380,95291,123421,70759,36600,18575,9639,10210,932228,491578,440650
F0130,30,0,State - GOA,Total,Less than 15,154054,2092,1760,117,215,0,0,0,0,0,547,274,273
F0130,30,0,State - GOA,Total,15-19,53800,6883,5656,755,268,100,104,0,0,0,2007,1028,979
F0130,30,0,State - GOA,Total,20-24,60129,25449,13416,7222,3318,1029,237,63,47,117,19387,10242,9145
F0130,30,0,State - GOA,Total,25-29,64882,47115,16133,15811,9717,3789,1053,264,96,252,54773,28730,26043
F0130,30,0,State - GOA,Total,30-34,62388,55309,11416,17727,17322,5976,1901,493,160,314,83894,43943,39951
F0130,30,0,State - GOA,Total,35-39,62757,58931,8564,15248,22188,8794,2773,786,262,316,105134,54982,50152
F0130,30,0,State - GOA,Total,40-44,53008,50633,5928,10620,19591,9519,3242,1029,374,330,101368,52580,48788
F0130,30,0,State - GOA,Total,45-49,46869,45158,4576,7950,16170,10124,3989,1440,465,444,100112,52364,47748
F0130,30,0,State - GOA,Total,50-54,37810,36462,3216,5372,11593,8526,4549,1918,715,573,90719,48042,42677
F0130,30,0,State - GOA,Total,55-59,33532,32449,2788,4218,8421,7538,4964,2587,1108,825,89558,47819,41739
F0130,30,0,State - GOA,Total,60-64,32004,30903,2893,3774,6293,6273,5130,3288,1739,1513,94328,49999,44329
F0130,30,0,State - GOA,Total,65-69,22014,21250,2041,2403,3550,3923,3523,2563,1661,1586,70512,37942,32570
F0130,30,0,State - GOA,Total,70-74,16165,15596,1692,1758,2190,2456,2522,2001,1411,1566,54393,29090,25303
F0130,30,0,State - GOA,Total,75-79,9308,8911,979,1023,1207,1357,1346,1099,815,1085,31920,16912,15008
F0130,30,0,State - GOA,Total,80+,9689,9098,1144,1156,1251,1262,1218,1020,773,1274,32396,16961,15435
F0130,30,0,State - GOA,Rural,All Ages,276295,172260,32789,33826,43430,28378,15978,8565,4549,4745,377251,197752,179499
F0130,30,0,State - GOA,Rural,Less than 15,57968,770,674,32,64,0,0,0,0,0,160,77,83
F0130,30,0,State - GOA,Rural,15-19,20371,2462,2122,204,73,21,42,0,0,0,581,287,294
F0130,30,0,State - GOA,Rural,20-24,22700,8877,5188,2338,934,275,72,13,17,40,5792,3055,2737
F0130,30,0,State - GOA,Rural,25-29,24667,17427,6493,5984,3368,1100,288,81,21,92,18457,9615,8842
F0130,30,0,State - GOA,Rural,30-34,24054,21206,4827,6640,6540,2244,647,142,50,116,31014,16204,14810
F0130,30,0,State - GOA,Rural,35-39,24118,22633,3512,5585,8245,3726,1068,309,77,111,40418,21035,19383
F0130,30,0,State - GOA,Rural,40-44,19820,18972,2329,3623,6794,4124,1418,431,143,110,39150,20064,19086
F0130,30,0,State - GOA,Rural,45-49,17813,17242,1776,2655,5644,4315,1832,656,195,169,39995,20839,19156
F0130,30,0,State - GOA,Rural,50-54,14609,14185,1242,1730,3856,3628,2170,935,358,266,37922,19963,17959
F0130,30,0,State - GOA,Rural,55-59,13040,12701,1098,1383,2710,2996,2313,1259,551,391,37696,19920,17776
F0130,30,0,State - GOA,Rural,60-64,13016,12628,1165,1298,2151,2453,2327,1605,867,762,41376,21764,19612
F0130,30,0,State - GOA,Rural,65-69,9263,9004,824,864,1306,1554,1580,1230,839,807,31939,17063,14876
F0130,30,0,State - GOA,Rural,70-74,6809,6612,680,639,794,941,1139,954,708,757,24567,13012,11555
F0130,30,0,State - GOA,Rural,75-79,3694,3568,368,369,438,481,540,475,381,516,13628,7177,6451
F0130,30,0,State - GOA,Rural,80+,3919,3715,435,413,462,483,521,464,336,601,14046,7388,6658
F0130,30,0,State - GOA,Urban,All Ages,443110,274615,49591,61465,79991,42381,20622,10010,5090,5465,554977,293826,261151
F0130,30,0,State - GOA,Urban,Less than 15,96086,1322,1086,85,151,0,0,0,0,0,387,197,190
F0130,30,0,State - GOA,Urban,15-19,33429,4421,3534,551,195,79,62,0,0,0,1426,741,685
F0130,30,0,State - GOA,Urban,20-24,37429,16572,8228,4884,2384,754,165,50,30,77,13595,7187,6408
F0130,30,0,State - GOA,Urban,25-29,40215,29688,9640,9827,6349,2689,765,183,75,160,36316,19115,17201
F0130,30,0,State - GOA,Urban,30-34,38334,34103,6589,11087,10782,3732,1254,351,110,198,52880,27739,25141
F0130,30,0,State - GOA,Urban,35-39,38639,36298,5052,9663,13943,5068,1705,477,185,205,64716,33947,30769
F0130,30,0,State - GOA,Urban,40-44,33188,31661,3599,6997,12797,5395,1824,598,231,220,62218,32516,29702
F0130,30,0,State - GOA,Urban,45-49,29056,27916,2800,5295,10526,5809,2157,784,270,275,60117,31525,28592
F0130,30,0,State - GOA,Urban,50-54,23201,22277,1974,3642,7737,4898,2379,983,357,307,52797,28079,24718
F0130,30,0,State - GOA,Urban,55-59,20492,19748,1690,2835,5711,4542,2651,1328,557,434,51862,27899,23963
F0130,30,0,State - GOA,Urban,60-64,18988,18275,1728,2476,4142,3820,2803,1683,872,751,52952,28235,24717
F0130,30,0,State - GOA,Urban,65-69,12751,12246,1217,1539,2244,2369,1943,1333,822,779,38573,20879,17694
F0130,30,0,State - GOA,Urban,70-74,9356,8984,1012,1119,1396,1515,1383,1047,703,809,29826,16078,13748
F0130,30,0,State - GOA,Urban,75-79,5614,5343,611,654,769,876,806,624,434,569,18292,9735,8557
F0130,30,0,State - GOA,Urban,80+,5770,5383,709,743,789,779,697,556,437,673,18350,9573,8777
F0131,31,0,Union Territory - LAKSHADWEEP,Total,All Ages,31350,18121,2657,3145,3583,2599,1829,1338,1014,1956,54657,28213,26444
F0131,31,0,Union Territory - LAKSHADWEEP,Total,Less than 15,8195,65,53,3,9,0,0,0,0,0,21,13,8
F0131,31,0,Union Territory - LAKSHADWEEP,Total,15-19,2816,232,184,33,8,2,5,0,0,0,75,32,43
F0131,31,0,Union Territory - LAKSHADWEEP,Total,20-24,2758,1293,654,482,127,22,5,1,1,1,841,402,439
F0131,31,0,Union Territory - LAKSHADWEEP,Total,25-29,2832,2281,612,909,530,154,49,14,2,11,2791,1451,1340
F0131,31,0,Union Territory - LAKSHADWEEP,Total,30-34,2660,2459,321,672,800,404,165,66,19,12,4682,2396,2286
F0131,31,0,Union Territory - LAKSHADWEEP,Total,35-39,2633,2529,213,364,757,540,327,154,95,79,6756,3486,3270
F0131,31,0,Union Territory - LAKSHADWEEP,Total,40-44,2155,2089,140,209,468,453,291,214,149,165,6934,3477,3457
F0131,31,0,Union Territory - LAKSHADWEEP,Total,45-49,1835,1801,106,136,363,346,275,198,142,235,6760,3518,3242
F0131,31,0,Union Territory - LAKSHADWEEP,Total,50-54,1441,1423,102,97,184,244,228,165,128,275,6021,3121,2900
F0131,31,0,Union Territory - LAKSHADWEEP,Total,55-59,1388,1376,74,78,147,182,193,195,156,351,6600,3410,3190
F0131,31,0,Union Territory - LAKSHADWEEP,Total,60-64,988,979,65,56,71,106,127,133,137,284,4949,2607,2342
F0131,31,0,Union Territory - LAKSHADWEEP,Total,65-69,660,651,50,40,52,59,74,76,75,225,3387,1776,1611
F0131,31,0,Union Territory - LAKSHADWEEP,Total,70-74,439,431,37,30,26,37,43,57,51,150,2263,1168,1095
F0131,31,0,Union Territory - LAKSHADWEEP,Total,75-79,249,248,16,20,16,24,24,35,31,82,1281,677,604
F0131,31,0,Union Territory - LAKSHADWEEP,Total,80+,260,254,23,14,24,26,23,30,28,86,1292,677,615
F0131,31,0,Union Territory - LAKSHADWEEP,Rural,All Ages,6898,3851,499,633,669,554,395,319,255,527,12799,6577,6222
F0131,31,0,Union Territory - LAKSHADWEEP,Rural,Less than 15,2038,19,16,2,1,0,0,0,0,0,4,3,1
F0131,31,0,Union Territory - LAKSHADWEEP,Rural,15-19,622,50,41,6,1,1,1,0,0,0,15,5,10
F0131,31,0,Union Territory - LAKSHADWEEP,Rural,20-24,600,321,158,121,38,3,0,0,1,0,212,96,116
F0131,31,0,Union Territory - LAKSHADWEEP,Rural,25-29,623,509,111,208,128,40,15,4,2,1,683,356,327
F0131,31,0,Union Territory - LAKSHADWEEP,Rural,30-34,593,574,58,124,180,111,62,25,11,3,1280,651,629
F0131,31,0,Union Territory - LAKSHADWEEP,Rural,35-39,526,508,38,58,113,111,68,50,40,30,1607,831,776
F0131,31,0,Union Territory - LAKSHADWEEP,Rural,40-44,438,430,17,26,87,89,65,60,36,50,1638,825,813
F0131,31,0,Union Territory - LAKSHADWEEP,Rural,45-49,357,353,10,22,48,65,52,51,34,71,1559,772,787
F0131,31,0,Union Territory - LAKSHADWEEP,Rural,50-54,301,297,11,23,17,42,50,27,35,92,1527,794,733
F0131,31,0,Union Territory - LAKSHADWEEP,Rural,55-59,279,278,8,15,24,45,29,42,28,87,1429,729,700
F0131,31,0,Union Territory - LAKSHADWEEP,Rural,60-64,198,197,11,12,9,22,27,22,29,65,1054,543,511
F0131,31,0,Union Territory - LAKSHADWEEP,Rural,65-69,144,143,10,8,12,9,6,13,21,64,827,449,378
F0131,31,0,Union Territory - LAKSHADWEEP,Rural,70-74,95,95,9,3,8,8,9,14,9,35,511,266,245
F0131,31,0,Union Territory - LAKSHADWEEP,Rural,75-79,42,42,0,4,1,4,6,7,5,15,237,129,108
F0131,31,0,Union Territory - LAKSHADWEEP,Rural,80+,35,35,1,1,2,4,5,4,4,14,216,128,88
F0131,31,0,Union Territory - LAKSHADWEEP,Urban,All Ages,24452,14270,2158,2512,2914,2045,1434,1019,759,1429,41858,21636,20222
F0131,31,0,Union Territory - LAKSHADWEEP,Urban,Less than 15,6157,46,37,1,8,0,0,0,0,0,17,10,7
F0131,31,0,Union Territory - LAKSHADWEEP,Urban,15-19,2194,182,143,27,7,1,4,0,0,0,60,27,33
F0131,31,0,Union Territory - LAKSHADWEEP,Urban,20-24,2158,972,496,361,89,19,5,1,0,1,629,306,323
F0131,31,0,Union Territory - LAKSHADWEEP,Urban,25-29,2209,1772,501,701,402,114,34,10,0,10,2108,1095,1013
F0131,31,0,Union Territory - LAKSHADWEEP,Urban,30-34,2067,1885,263,548,620,293,103,41,8,9,3402,1745,1657
F0131,31,0,Union Territory - LAKSHADWEEP,Urban,35-39,2107,2021,175,306,644,429,259,104,55,49,5149,2655,2494
